FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away
0.375,0.7,0.219,18,36,0.558,0.625,0.5,32,47
0.485,0.818,0.282,31,53,0.416,0.727,0.233,17,41
0.407,0.737,0.316,27,36,0.584,0.714,0.481,33,49
0.404,0.857,0.333,23,41,0.481,1,0.345,17,43
0.437,0.737,0.25,21,53,0.37,0.667,0.294,20,51
0.435,0.857,0.362,24,31,0.63,0.6,0.485,24,44
0.45,0.667,0.394,17,43,0.427,0.846,0.407,27,39
0.54,0.75,0.324,31,48,0.419,0.783,0.342,23,37
0.5,0.714,0.341,32,51,0.45,0.655,0.311,32,56
0.443,0.68,0.308,22,44,0.523,0.786,0.364,26,47
0.404,0.792,0.283,25,52,0.442,0.862,0.405,20,52
0.409,0.8,0.357,23,51,0.419,0.762,0.3,26,49
0.374,0.893,0.229,25,45,0.506,0.767,0.4,29,50
0.5,0.773,0.472,27,46,0.458,0.833,0.429,26,40
0.512,0.769,0.31,25,40,0.528,0.857,0.467,25,34
0.483,0.882,0.417,23,56,0.358,0.737,0.244,16,44
0.409,0.905,0.327,24,52,0.446,0.69,0.357,25,40
0.458,0.844,0.414,33,52,0.429,0.639,0.226,23,45
0.451,0.682,0.417,21,43,0.453,0.85,0.319,19,43
0.43,0.8,0.364,27,44,0.511,0.917,0.462,26,44
0.525,0.708,0.395,32,41,0.425,0.909,0.286,17,41
0.523,0.676,0.364,21,43,0.468,0.84,0.316,27,43
0.417,0.857,0.263,22,35,0.461,0.724,0.31,22,51
0.451,0.81,0.441,23,52,0.374,0.7,0.306,23,50
0.511,0.7,0.385,25,43,0.487,0.818,0.455,26,37
0.412,0.828,0.313,17,47,0.438,0.815,0.308,22,42
0.387,0.897,0.318,24,53,0.474,0.889,0.314,32,42
0.383,0.815,0.243,23,65,0.44,0.583,0.484,21,36
0.483,0.938,0.412,25,44,0.402,0.929,0.263,24,50
0.424,0.947,0.343,19,58,0.373,0.708,0.262,19,42
0.365,0.6,0.214,13,38,0.444,0.889,0.419,27,59
0.468,0.708,0.4,28,55,0.366,0.722,0.268,16,47
0.42,0.889,0.188,24,48,0.4,0.714,0.227,21,49
0.527,0.5,0.25,23,44,0.511,0.813,0.444,25,44
0.471,0.76,0.395,26,46,0.442,0.815,0.371,24,50
0.413,0.724,0.226,17,49,0.424,0.778,0.281,19,45
0.48,0.722,0.414,18,42,0.41,0.944,0.2,21,39
0.443,0.762,0.35,27,39,0.489,0.778,0.323,29,51
0.42,0.889,0.379,21,44,0.417,0.839,0.259,16,44
0.529,0.885,0.306,34,51,0.367,0.714,0.289,20,42
0.494,0.792,0.489,31,47,0.394,0.55,0.405,25,47
0.423,0.846,0.439,25,37,0.452,0.591,0.256,21,48
0.462,0.722,0.368,28,46,0.398,0.947,0.333,17,52
0.486,0.87,0.367,22,35,0.469,0.85,0.259,21,37
0.524,0.81,0.353,24,46,0.422,0.6,0.25,26,51
0.466,0.857,0.436,28,48,0.406,0.563,0.429,23,54
0.451,0.649,0.475,25,60,0.398,0.786,0.373,26,39
0.538,0.714,0.488,28,50,0.349,0.8,0.281,21,33
0.5,1,0.441,23,38,0.506,0.905,0.357,24,32
0.451,0.619,0.323,20,35,0.505,0.824,0.436,20,52
0.543,0.75,0.387,28,45,0.466,0.781,0.306,19,38
0.4,0.8,0.333,21,35,0.475,0.81,0.4,22,48
0.5,0.816,0.367,22,51,0.464,0.75,0.4,20,33
0.451,0.92,0.303,19,43,0.449,0.76,0.368,26,45
0.373,0.846,0.293,21,53,0.352,0.619,0.25,17,53
0.437,0.625,0.433,19,55,0.378,0.8,0.243,22,43
0.476,0.8,0.378,24,38,0.441,1,0.258,19,50
0.518,0.714,0.483,28,53,0.411,0.783,0.3,25,40
0.381,0.64,0.243,15,40,0.452,0.833,0.387,20,53
0.425,0.563,0.308,22,42,0.494,0.875,0.349,36,34
0.5,0.833,0.385,27,41,0.494,0.6,0.417,25,37
0.542,0.833,0.423,28,47,0.467,1,0.41,24,34
0.477,0.8,0.429,30,47,0.417,0.737,0.188,26,42
0.36,0.813,0.333,22,46,0.506,0.5,0.379,22,45
0.55,0.923,0.413,34,46,0.415,0.882,0.263,24,35
0.438,0.5,0.313,30,59,0.367,0.813,0.19,23,48
0.425,0.75,0.286,16,42,0.418,0.737,0.243,14,43
0.506,0.833,0.351,28,40,0.44,0.824,0.268,24,42
0.458,0.84,0.375,29,47,0.393,0.857,0.25,20,50
0.483,0.824,0.375,29,39,0.44,0.786,0.286,18,38
0.42,0.667,0.327,25,45,0.406,0.833,0.289,20,51
0.46,0.708,0.324,22,52,0.417,0.833,0.279,24,48
0.5,0.833,0.278,20,35,0.366,0.76,0.263,19,47
0.446,0.563,0.256,18,56,0.356,0.684,0.286,16,46
0.441,0.714,0.333,27,49,0.413,1,0.5,28,50
0.44,0.964,0.355,26,44,0.47,0.8,0.448,23,36
0.386,0.778,0.278,21,38,0.519,0.786,0.325,25,53
0.517,0.632,0.421,27,56,0.367,0.765,0.207,19,42
0.435,0.909,0.316,16,52,0.432,0.714,0.227,26,41
0.386,0.75,0.4,18,42,0.462,0.8,0.345,23,46
0.406,0.941,0.277,23,47,0.531,0.818,0.485,32,47
0.464,0.68,0.357,23,42,0.405,0.853,0.524,20,45
0.553,0.656,0.467,32,46,0.453,0.643,0.372,30,41
0.43,0.7,0.324,22,46,0.372,0.75,0.216,16,44
0.5,0.7,0.389,30,44,0.476,0.706,0.281,20,46
0.542,0.8,0.39,33,49,0.379,0.731,0.289,24,46
0.365,0.778,0.295,18,54,0.376,0.778,0.226,21,52
0.41,0.7,0.366,26,42,0.451,0.846,0.45,22,45
0.561,0.714,0.444,25,39,0.461,0.889,0.455,20,39
0.456,0.806,0.188,19,43,0.551,0.727,0.441,31,36
0.518,0.765,0.484,28,46,0.444,0.667,0.444,28,43
0.485,0.846,0.429,21,51,0.452,0.625,0.341,24,30
0.477,0.667,0.389,23,39,0.422,0.68,0.231,31,49
0.412,0.667,0.219,19,48,0.433,0.85,0.35,19,52
0.4,0.909,0.311,20,44,0.5,0.952,0.419,31,44
0.522,0.786,0.475,29,49,0.438,0.923,0.333,22,36
0.358,1,0.324,16,44,0.442,0.929,0.379,19,45
0.412,0.72,0.321,23,38,0.494,0.875,0.394,23,48
0.573,0.667,0.5,33,37,0.427,0.862,0.522,16,46
0.337,0.85,0.325,21,44,0.5,0.8,0.343,29,48
0.481,0.88,0.483,29,37,0.432,0.81,0.333,21,39
0.506,0.645,0.382,21,39,0.544,0.867,0.429,34,34
0.383,0.864,0.263,17,39,0.423,0.944,0.261,20,47
0.535,0.778,0.4,35,57,0.392,0.688,0.306,25,41
0.433,0.667,0.278,25,49,0.387,0.611,0.371,17,51
0.49,0.889,0.293,22,53,0.449,0.818,0.34,23,39
0.476,0.667,0.341,27,40,0.367,0.846,0.3,18,43
0.4,0.63,0.219,13,49,0.391,0.806,0.306,21,52
0.378,0.565,0.212,19,59,0.489,1,0.486,28,46
0.489,0.813,0.406,26,43,0.5,0.741,0.529,27,34
0.424,0.733,0.333,13,52,0.4,0.765,0.341,20,49
0.488,0.7,0.433,30,41,0.46,0.684,0.4,30,48
0.444,0.75,0.286,26,49,0.409,0.714,0.179,20,50
0.484,0.875,0.326,27,47,0.436,0.773,0.296,18,38
0.354,0.8,0.22,17,44,0.457,0.75,0.324,24,54
0.455,0.947,0.324,29,39,0.438,1,0.424,25,47
0.47,0.565,0.281,22,37,0.448,0.737,0.355,19,53
0.473,0.882,0.297,20,42,0.443,0.824,0.22,18,50
0.461,0.714,0.29,21,40,0.417,1,0.357,25,49
0.38,0.667,0.121,19,49,0.505,0.882,0.432,29,49
0.447,0.667,0.345,21,44,0.429,0.842,0.24,20,41
0.434,0.706,0.432,19,38,0.444,0.667,0.52,29,50
0.427,0.647,0.353,17,42,0.433,0.667,0.333,23,49
0.506,0.857,0.484,26,46,0.458,0.792,0.364,23,43
0.421,0.6,0.237,27,57,0.456,0.875,0.417,32,49
0.351,0.719,0.257,24,50,0.425,0.8,0.294,23,56
0.429,0.85,0.4,19,39,0.476,0.636,0.355,22,48
0.521,0.833,0.393,27,39,0.484,0.875,0.233,24,46
0.471,0.8,0.275,23,53,0.411,0.75,0.386,30,40
0.5,0.625,0.474,26,50,0.417,0.771,0.27,26,47
0.408,0.917,0.326,21,46,0.463,0.714,0.385,21,52
0.506,0.813,0.395,21,44,0.435,0.6,0.514,22,32
0.518,0.684,0.533,25,43,0.473,0.75,0.378,29,43
0.385,0.813,0.325,20,47,0.44,0.769,0.325,25,55
0.469,0.85,0.29,21,56,0.395,0.842,0.333,19,42
0.5,0.846,0.393,28,51,0.423,0.826,0.378,23,45
0.506,0.615,0.4,27,46,0.425,0.818,0.265,27,39
0.462,0.708,0.293,28,49,0.397,0.84,0.361,22,37
0.478,0.955,0.409,31,39,0.463,0.769,0.395,21,35
0.451,0.769,0.417,18,46,0.473,0.818,0.4,28,38
0.484,0.714,0.406,30,51,0.434,0.821,0.333,23,55
0.471,0.778,0.233,23,35,0.513,0.85,0.447,29,48
0.459,0.917,0.29,21,32,0.544,0.818,0.543,31,48
0.494,0.818,0.375,24,39,0.382,0.828,0.19,21,50
0.506,0.615,0.407,24,42,0.394,0.556,0.278,17,49
0.369,0.864,0.294,20,33,0.446,0.778,0.24,13,54
0.372,0.85,0.286,21,57,0.41,0.667,0.2,29,46
0.518,0.85,0.326,31,41,0.456,0.676,0.303,17,42
0.477,0.952,0.375,24,50,0.406,0.778,0.303,20,44
0.404,0.824,0.225,19,45,0.467,0.667,0.286,19,47
0.603,0.765,0.524,30,36,0.518,0.737,0.333,26,31
0.402,0.8,0.241,20,46,0.531,0.789,0.5,22,41
0.526,0.857,0.333,19,40,0.488,0.688,0.29,20,36
0.511,0.81,0.326,26,42,0.433,0.87,0.394,18,50
0.379,0.75,0.273,22,52,0.344,0.792,0.281,20,59
0.379,0.722,0.324,17,44,0.45,0.929,0.407,25,45
0.393,0.7,0.293,23,43,0.444,0.889,0.316,23,48
0.583,0.538,0.4,34,53,0.354,0.765,0.194,19,39
0.424,0.556,0.444,20,45,0.458,0.842,0.333,22,39
0.402,0.762,0.372,19,37,0.427,0.808,0.25,16,59
0.348,0.714,0.327,17,42,0.409,0.813,0.214,18,62
0.516,0.857,0.4,36,49,0.352,0.75,0.25,23,42
0.488,0.867,0.436,27,42,0.489,0.6,0.333,28,40
0.552,0.846,0.5,29,56,0.467,0.619,0.314,29,28
0.402,0.895,0.306,21,41,0.494,0.682,0.375,22,49
0.427,0.808,0.25,18,32,0.506,0.739,0.415,30,46
0.346,0.684,0.22,18,45,0.397,0.85,0.39,16,46
0.473,0.913,0.452,29,46,0.432,0.857,0.344,25,43
0.415,0.824,0.364,22,49,0.425,0.692,0.366,23,50
0.527,0.778,0.5,29,43,0.444,0.647,0.351,24,39
0.462,0.786,0.39,26,49,0.414,0.778,0.208,23,46
0.321,0.8,0.209,15,46,0.418,0.64,0.27,24,50
0.494,0.714,0.429,24,35,0.463,0.889,0.286,19,47
0.436,0.8,0.25,19,44,0.466,0.85,0.4,17,42
0.489,0.75,0.458,34,42,0.436,0.867,0.371,23,52
0.519,0.571,0.471,28,36,0.473,0.923,0.296,24,44
0.457,0.938,0.35,27,39,0.603,0.917,0.583,33,35
0.489,0.75,0.333,25,40,0.43,0.724,0.235,21,56
0.488,0.667,0.4,33,53,0.374,0.737,0.278,18,49
0.525,0.818,0.333,27,37,0.43,0.867,0.353,24,40
0.323,0.7,0.17,21,43,0.5,0.762,0.459,28,52
0.44,0.71,0.333,17,41,0.518,0.867,0.52,25,45
0.439,0.704,0.292,16,59,0.452,0.708,0.387,24,38
0.524,0.944,0.346,32,42,0.396,0.938,0.333,21,43
0.527,0.75,0.24,26,43,0.527,0.417,0.381,27,38
0.416,0.733,0.385,27,46,0.433,0.684,0.321,21,49
0.571,0.75,0.474,37,39,0.528,0.714,0.5,34,36
0.518,0.875,0.361,34,34,0.476,0.611,0.353,21,45
0.458,1,0.382,24,47,0.477,1,0.333,27,36
0.438,0.75,0.455,20,38,0.57,0.944,0.419,30,50
0.461,0.75,0.421,20,41,0.434,0.929,0.333,24,48
0.454,0.714,0.382,20,55,0.443,0.667,0.237,27,40
0.371,0.579,0.275,21,47,0.451,0.8,0.395,21,51
0.38,0.737,0.357,18,51,0.389,0.813,0.297,17,51
0.444,0.65,0.324,24,45,0.396,0.8,0.194,20,56
0.517,0.619,0.476,36,44,0.443,0.909,0.315,30,47
0.406,0.833,0.293,16,44,0.467,0.926,0.324,13,44
0.653,0.625,0.52,30,41,0.405,0.682,0.364,21,29
0.406,0.615,0.29,22,43,0.421,0.517,0.214,18,55
0.365,0.806,0.278,19,62,0.411,0.88,0.077,23,54
0.404,0.8,0.326,26,48,0.437,0.733,0.5,21,46
0.457,0.917,0.333,30,43,0.519,0.8,0.576,22,37
0.432,0.688,0.302,25,40,0.424,0.667,0.344,18,48
0.429,0.8,0.238,16,45,0.38,0.947,0.289,15,54
0.386,0.905,0.32,26,32,0.523,0.842,0.568,31,50
0.404,0.688,0.256,20,52,0.411,0.708,0.226,28,49
0.424,0.5,0.389,30,56,0.349,0.762,0.205,14,45
0.393,0.889,0.317,21,46,0.409,0.75,0.243,24,48
0.464,0.63,0.231,27,52,0.396,0.857,0.318,21,47
0.5,0.682,0.3,18,40,0.471,0.688,0.471,24,46
0.447,0.756,0.231,20,50,0.398,0.696,0.276,20,46
0.473,1,0.257,23,60,0.389,0.727,0.351,21,37
0.429,0.64,0.265,18,49,0.5,0.96,0.333,19,45
0.518,0.692,0.306,28,51,0.295,0.778,0.216,14,36
0.418,0.625,0.463,21,63,0.391,0.563,0.357,17,43
0.548,0.9,0.444,24,42,0.425,0.682,0.353,28,36
0.5,0.917,0.444,22,46,0.407,0.704,0.333,22,37
0.429,0.909,0.344,25,37,0.459,0.75,0.379,16,49
0.326,0.87,0.205,15,41,0.482,0.8,0.348,24,58
0.461,0.308,0.4,18,45,0.443,0.6,0.4,21,48
0.433,0.75,0.35,29,48,0.402,1,0.25,25,51
0.489,0.769,0.375,22,33,0.518,0.833,0.467,22,40
0.435,0.821,0.345,18,37,0.512,0.724,0.36,18,47
0.388,0.929,0.326,21,42,0.396,0.846,0.276,21,62
0.46,0.632,0.467,22,41,0.481,0.824,0.345,19,40
0.43,0.889,0.306,24,44,0.417,0.824,0.267,21,55
0.411,0.762,0.275,22,43,0.473,0.824,0.289,29,49
0.5,0.759,0.405,21,42,0.5,0.857,0.314,29,40
0.452,0.708,0.273,23,56,0.442,0.733,0.395,28,40
0.464,0.742,0.417,22,48,0.365,0.474,0.34,27,50
0.356,0.615,0.22,19,36,0.407,0.852,0.15,12,57
0.471,0.933,0.432,24,45,0.439,0.882,0.293,24,40
0.462,0.72,0.279,25,50,0.419,0.692,0.41,24,49
0.518,0.759,0.308,20,41,0.506,0.667,0.357,19,35
0.447,0.643,0.432,26,52,0.495,0.84,0.38,33,53
0.444,0.882,0.389,23,47,0.482,0.839,0.344,24,42
0.511,0.857,0.375,24,49,0.44,0.833,0.273,26,36
0.426,0.824,0.286,23,54,0.347,0.75,0.231,16,53
0.471,1,0.222,28,42,0.407,0.632,0.273,21,39
0.482,0.8,0.4,27,47,0.481,0.955,0.444,24,29
0.344,0.778,0.3,20,41,0.448,0.826,0.333,19,60
0.407,0.667,0.237,21,47,0.463,0.8,0.28,26,49
0.473,0.737,0.326,37,43,0.376,0.778,0.216,15,47
0.437,0.833,0.257,18,44,0.457,0.789,0.333,26,48
0.37,0.68,0.271,20,52,0.409,0.765,0.279,22,57
0.427,0.792,0.438,20,40,0.442,0.8,0.319,22,43
0.476,0.789,0.258,24,42,0.466,0.8,0.415,25,47
0.488,0.615,0.326,26,47,0.443,0.833,0.351,26,43
0.536,0.682,0.533,29,36,0.45,0.833,0.371,25,49
0.416,0.741,0.25,23,54,0.384,0.6,0.294,20,54
0.392,0.762,0.256,18,55,0.385,0.857,0.273,18,55
0.4,0.696,0.297,17,49,0.418,0.722,0.333,24,50
0.417,0.842,0.423,24,42,0.386,0.6,0.179,14,53
0.406,0.6,0.316,22,47,0.348,0.783,0.225,15,61
0.485,0.833,0.256,29,38,0.53,0.818,0.429,21,44
0.543,0.647,0.42,24,48,0.483,0.667,0.321,27,38
0.434,0.882,0.333,23,44,0.467,0.84,0.417,26,48
0.512,0.85,0.29,26,36,0.527,0.824,0.406,32,46
0.398,0.867,0.395,24,46,0.5,0.529,0.444,34,38
0.521,0.947,0.5,24,38,0.536,0.75,0.441,28,42
0.39,0.727,0.324,19,42,0.42,1,0.286,22,60
0.473,0.818,0.389,17,35,0.466,0.833,0.316,26,47
0.528,0.8,0.5,32,46,0.483,0.813,0.517,26,42
0.505,0.786,0.447,29,54,0.374,0.563,0.326,22,39
0.512,0.625,0.3,26,41,0.476,0.714,0.25,24,39
0.395,0.759,0.441,25,46,0.488,0.75,0.313,31,47
0.394,0.714,0.222,20,52,0.411,0.87,0.381,16,51
0.479,0.889,0.429,31,55,0.333,0.923,0.302,16,50
0.531,0.645,0.429,28,58,0.381,0.655,0.286,19,38
0.518,0.636,0.484,27,53,0.438,0.714,0.35,24,39
0.43,0.667,0.419,29,46,0.467,0.875,0.362,29,51
0.4,0.769,0.214,17,47,0.43,0.867,0.304,18,48
0.486,0.704,0.378,27,55,0.41,0.739,0.368,34,56
0.309,0.727,0.206,14,54,0.444,0.808,0.185,20,51
0.53,1,0.424,28,53,0.505,0.722,0.368,38,36
0.483,0.774,0.421,26,46,0.455,0.682,0.333,21,41
0.419,0.667,0.433,28,44,0.518,0.8,0.52,24,47
0.5,0.667,0.433,32,43,0.407,0.783,0.31,17,44
0.44,0.867,0.298,18,53,0.374,0.611,0.2,19,50
0.414,0.706,0.378,23,45,0.53,0.556,0.436,25,46
0.484,0.864,0.343,25,49,0.457,0.793,0.415,24,43
0.457,0.778,0.378,25,54,0.44,0.565,0.531,19,44
0.474,0.474,0.357,21,45,0.441,0.833,0.359,30,50
0.461,0.931,0.4,19,47,0.444,0.8,0.293,20,36
0.487,0.829,0.333,24,47,0.453,0.75,0.429,20,38
0.41,0.632,0.318,26,38,0.525,0.565,0.406,24,50
0.412,0.842,0.357,24,48,0.494,0.655,0.4,25,47
0.462,0.875,0.407,26,43,0.46,0.632,0.351,25,45
0.448,0.778,0.275,21,44,0.449,0.857,0.359,30,55
0.469,0.724,0.385,30,53,0.34,0.684,0.182,15,59
0.446,0.722,0.348,31,57,0.402,0.867,0.25,21,42
0.485,0.769,0.413,33,51,0.385,0.75,0.342,23,51
0.463,0.842,0.417,24,46,0.413,1,0.25,23,43
0.427,0.667,0.319,29,52,0.437,0.842,0.438,18,43
0.398,0.808,0.362,22,49,0.468,0.625,0.31,25,56
0.495,0.867,0.39,30,55,0.298,0.72,0.154,12,45
0.274,0.476,0.158,10,43,0.511,0.75,0.391,29,59
0.442,0.741,0.2,23,44,0.433,1,0.364,21,46
0.464,0.889,0.29,18,47,0.429,0.786,0.333,23,45
0.451,0.813,0.394,28,47,0.404,0.739,0.297,24,48
0.488,0.68,0.382,19,49,0.4,0.762,0.25,23,42
0.489,0.783,0.435,24,48,0.466,0.8,0.41,22,43
0.432,0.75,0.395,27,52,0.411,0.741,0.429,26,56
0.414,0.773,0.323,22,52,0.424,0.727,0.224,29,51
0.456,0.625,0.357,22,43,0.436,0.652,0.3,23,46
0.419,0.667,0.333,23,46,0.465,0.846,0.324,25,48
0.494,0.56,0.361,25,41,0.506,0.846,0.417,18,38
0.464,0.88,0.375,26,54,0.42,0.773,0.25,17,37
0.511,0.882,0.381,30,48,0.437,0.667,0.345,21,35
0.479,0.792,0.207,17,45,0.438,0.8,0.378,25,31
0.418,0.875,0.263,26,44,0.516,0.783,0.4,32,50
0.463,0.75,0.444,23,38,0.452,0.625,0.343,26,42
0.477,0.476,0.292,32,42,0.418,0.864,0.25,18,52
0.543,0.615,0.541,32,55,0.418,0.692,0.352,25,35
0.376,0.682,0.357,23,36,0.522,0.909,0.31,26,56
0.469,0.857,0.475,29,49,0.406,0.722,0.348,25,45
0.382,0.788,0.161,17,43,0.452,0.773,0.462,27,49
0.356,1,0.222,22,55,0.388,0.813,0.4,22,52
0.424,0.737,0.412,20,30,0.506,0.636,0.308,25,50
0.506,0.727,0.385,27,37,0.494,0.69,0.484,16,49
0.49,0.789,0.343,32,58,0.333,0.789,0.205,18,45
0.455,0.684,0.333,28,39,0.457,0.75,0.333,20,53
0.454,0.722,0.357,30,42,0.429,0.719,0.361,22,56
0.364,0.842,0.244,25,36,0.5,0.667,0.35,26,68
0.54,0.765,0.486,28,37,0.483,0.857,0.297,21,33
0.409,0.697,0.297,22,49,0.482,0.679,0.3,28,47
0.444,0.947,0.393,31,52,0.464,0.789,0.353,24,40
0.511,0.846,0.353,25,41,0.419,0.625,0.343,22,57
0.396,0.765,0.407,27,45,0.442,0.733,0.3,23,44
0.385,0.706,0.514,28,53,0.36,0.929,0.324,19,47
0.473,0.7,0.367,25,54,0.415,0.636,0.308,26,40
0.476,0.792,0.457,27,42,0.484,0.867,0.385,28,43
0.38,0.76,0.257,19,56,0.449,0.647,0.326,24,50
0.465,0.917,0.297,26,49,0.413,0.813,0.341,26,54
0.468,0.722,0.432,36,57,0.357,0.714,0.303,21,51
0.512,0.595,0.395,24,48,0.438,0.778,0.31,19,45
0.467,0.8,0.31,22,42,0.419,0.75,0.281,21,35
0.5,0.667,0.441,33,57,0.417,0.731,0.235,19,40
0.352,0.87,0.35,19,51,0.404,0.571,0.405,25,50
0.524,0.75,0.512,28,44,0.4,0.917,0.237,19,33
0.457,0.773,0.326,30,49,0.414,0.769,0.324,21,53
0.384,0.696,0.319,21,43,0.494,0.667,0.273,25,54
0.465,0.76,0.353,22,60,0.317,0.6,0.233,14,47
0.446,0.773,0.421,21,53,0.42,0.765,0.348,32,47
0.473,0.684,0.34,22,51,0.467,0.846,0.314,24,38
0.432,0.76,0.333,26,52,0.43,0.621,0.27,20,45
0.364,0.688,0.314,17,41,0.483,0.725,0.417,20,54
